"category_id","product_id","category_name"
8550,33934,"Home Entertainment Systems"
7589,84296,"Jewellery"
7200,92857,"T-shirts & Polos"
9370,69379,"All Appliances"
8905,76771,"Cameras"
7662,47868,"Western Wear"
6353,62780,"Indoor Lighting"
9402,20827,"Car Accessories"
9719,64117,"Beauty & Grooming"
8118,15339,"Bags & Luggage"
8374,89446,"Car Accessories"
5687,19421,"Sportswear"
7230,43640,"Lingerie & Nightwear"
7677,61998,"Casual Shoes"
6963,66860,"Men's Fashion"
9531,99283,"Clothing"
6003,93052,"All Exercise & Fitness"
5700,93945,"T-shirts & Polos"
7579,92717,"Jeans"
6001,68073,"All Appliances"
8909,56751,"Cameras"
8506,55961,"Kitchen & Dining"
9071,93580,"Camera Accessories"
7999,82449,"Sportswear"
6109,78571,"Cameras"
5569,99958,"Shirts"
9001,36577,"Clothing"
6605,83034,"Sports Shoes"
5902,93261,"Western Wear"
5106,97831,"Jewellery"
9112,14904,"Western Wear"
9391,60495,"Sports Shoes"
6716,72113,"Casual Shoes"
5142,87244,"All Exercise & Fitness"
7384,17513,"Fashion & Silver Jewellery"
8220,14240,"Car Accessories"
9765,78365,"Clothing"
5163,51856,"Western Wear"
6405,10444,"Jewellery"
5066,93788,"Western Wear"
7834,22285,"Toys & Games"
9631,48950,"Ethnic Wear"
8482,62598,"Kitchen & Home Appliances"
8917,75813,"Household Supplies"
8248,21171,"Shirts"
6213,67424,"Formal Shoes"
5149,70670,"Heating & Cooling Appliances"
9065,80062,"Sports Shoes"
9724,50374,"Western Wear"
7774,99978,"Men's Fashion"
7711,31880,"Jewellery"
9644,19337,"Kitchen & Home Appliances"
8938,96768,"Security Cameras"
8619,66846,"Speakers"
9538,97521,"Bags & Luggage"
6791,16816,"Kitchen & Home Appliances"
9903,49424,"Watches"
9527,23427,"Cycling"
5844,85001,"Women's Fashion"
7691,60195,"Heating & Cooling Appliances"
8054,91231,"Casual Shoes"
6399,39014,"Beauty & Grooming"
8359,86355,"Casual Shoes"
6814,55138,"Ethnic Wear"
5452,19249,"Clothing"
6780,52296,"Jewellery"
8552,46868,"Men's Fashion"
9021,44788,"Men's Fashion"
5850,46334,"All Appliances"
7617,58718,"Casual Shoes"
5870,34151,"Fashion & Silver Jewellery"
8303,41783,"Innerwear"
9523,78129,"Men's Fashion"
9410,54077,"Headphones"
9487,77252,"School Bags"
7366,42894,"Ethnic Wear"
8219,83087,"Shirts"
8601,86317,"Ethnic Wear"
5499,19996,"All Appliances"
7085,23898,"T-shirts & Polos"
7278,23293,"Fashion & Silver Jewellery"
5286,97183,"Jewellery"
5289,47556,"Household Supplies"
9993,63304,"Heating & Cooling Appliances"
9862,26546,"Jewellery"
5075,88927,"Men's Fashion"
8761,95328,"Fashion & Silver Jewellery"
5381,17907,"Bags & Luggage"
5683,10953,"Fitness Accessories"
9102,95121,"Speakers"
8817,80436,"Men's Fashion"
7652,11650,"Fashion & Silver Jewellery"
7507,71473,"Test, Measure & Inspect"
6581,94331,"Clothing"
6055,91455,"Formal Shoes"
6108,94882,"Refrigerators"
7194,59884,"Innerwear"
5230,75877,"Men's Fashion"
8415,49178,"Lingerie & Nightwear"
6608,97984,"Western Wear"
6671,24972,"Fashion & Silver Jewellery"
8681,77005,"Kitchen & Home Appliances"
6064,13248,"Beauty & Grooming"
7342,42367,"Camera Accessories"
9762,22151,"Jewellery"
7337,43978,"T-shirts & Polos"
7969,30134,"Formal Shoes"
6734,85582,"Speakers"
9951,93253,"Jeans"
6189,26532,"Men's Fashion"
8923,14435,"Indoor Lighting"
5059,89790,"Innerwear"
6040,37742,"Sports Shoes"
6006,51332,"Fashion & Silver Jewellery"
9456,92478,"Men's Fashion"
7797,69742,"Western Wear"
7535,17647,"Clothing"
9589,53006,"Watches"
5058,17072,"Home Entertainment Systems"
9249,64279,"Shirts"
8664,29312,"Formal Shoes"
7800,36651,"Cameras"
7079,91815,"Heating & Cooling Appliances"
9313,88450,"Men's Fashion"
9422,58884,"Western Wear"
7372,62582,"Ethnic Wear"
7672,37415,"Formal Shoes"
6367,30962,"Women's Fashion"
7943,98999,"Lingerie & Nightwear"
6300,10651,"Ethnic Wear"
6583,25819,"Jewellery"
5340,39304,"Sports Shoes"
7468,82069,"Innerwear"
7570,36706,"Bags & Luggage"
9996,84187,"Clothing"
9579,22209,"All Car & Motorbike Products"
7197,39527,"Ethnic Wear"
5497,45560,"Clothing"
8856,21234,"Watches"
8617,60138,"Headphones"
9192,76186,"Heating & Cooling Appliances"
7293,92535,"Televisions"
7165,36702,"Amazon Fashion"
5552,18775,"Shirts"
9426,18422,"T-shirts & Polos"
7344,98453,"All Appliances"
9009,11025,"Innerwear"
5271,98088,"Cameras"
9715,44590,"Running"
9620,29047,"Lingerie & Nightwear"
5407,54599,"Heating & Cooling Appliances"
5853,35137,"All Appliances"
8451,90820,"Western Wear"
9014,75100,"Kids' Fashion"
8830,55741,"All Appliances"
7819,21999,"Sportswear"
5711,41241,"Fashion & Silver Jewellery"
5905,53261,"Casual Shoes"
5382,93289,"Ethnic Wear"
9132,26784,"All Electronics"
9173,37964,"Baby Bath, Skin & Grooming"
6125,47224,"Camera Accessories"
8221,34607,"Sports Shoes"
8932,50918,"Jeans"
9446,84402,"Men's Fashion"
8819,80531,"Sportswear"
7595,73619,"Baby Bath, Skin & Grooming"
6803,32654,"Snack Foods"
9233,35542,"Clothing"
6998,37309,"Jewellery"
9825,47760,"Bags & Luggage"
8955,35926,"Casual Shoes"
9902,30188,"Western Wear"
6340,46455,"Lingerie & Nightwear"
8125,84069,"All Grocery & Gourmet Foods"
9289,39241,"Formal Shoes"
9372,37343,"Bags & Luggage"
6157,19254,"Formal Shoes"
9290,65104,"Ethnic Wear"
9472,39965,"Jewellery"
8747,15435,"Fashion Sandals"
8145,28145,"Casual Shoes"
8331,18815,"T-shirts & Polos"
6473,65746,"Men's Fashion"
9567,75175,"Headphones"
6036,26400,"Watches"
5830,40360,"All Appliances"
6431,99776,"All Electronics"
9421,95435,"Shirts"
9994,17505,"Casual Shoes"
9345,35645,"Dog supplies"
6832,25253,"Ethnic Wear"
6663,49415,"Shirts"
9282,74989,"All Exercise & Fitness"
8954,16742,"Clothing"
8173,90319,"Lingerie & Nightwear"
6211,49818,"Toys & Games"
7730,28459,"Kitchen & Home Appliances"
6960,51840,"T-shirts & Polos"
8186,53461,"Men's Fashion"
6719,27035,"Formal Shoes"
8915,16464,"Bags & Luggage"
5417,40687,"Clothing"
6348,60755,"Football"
9508,74686,"T-shirts & Polos"
7741,95874,"Household Supplies"
5020,91348,"Clothing"
6547,59469,"Casual Shoes"
6884,41242,"Western Wear"
9997,22790,"Lingerie & Nightwear"
6255,68063,"Baby Fashion"
8007,97020,"Casual Shoes"
8023,72204,"Clothing"
5397,18738,"Formal Shoes"
5269,75079,"Formal Shoes"
7508,89932,"Headphones"
8857,47310,"Shirts"
7772,11296,"Sports Shoes"
9120,26803,"Clothing"
8786,60321,"Bags & Luggage"
8072,30993,"Kitchen & Home Appliances"
9149,77673,"Lingerie & Nightwear"
9647,19284,"Garden & Outdoors"
8799,58031,"Clothing"
6708,25315,"Shirts"
6895,44824,"Baby Bath, Skin & Grooming"
9077,81460,"Innerwear"
7583,87235,"Clothing"
5171,53603,"T-shirts & Polos"
6887,67204,"Fashion & Silver Jewellery"
6359,96554,"All Exercise & Fitness"
9292,70752,"Sports Shoes"
7179,88226,"Fashion & Silver Jewellery"
5696,13618,"Kitchen & Dining"
5469,11692,"Indoor Lighting"
8022,50617,"Clothing"
7717,35200,"Bags & Luggage"
6962,68009,"Ethnic Wear"
9151,85874,"Jewellery"
7654,80917,"Ethnic Wear"
7889,66433,"T-shirts & Polos"
5082,56692,"Backpacks"
9991,95503,"Home Entertainment Systems"
6156,76946,"Casual Shoes"
8712,26579,"Jeans"
8147,53792,"Western Wear"
6681,82085,"Lingerie & Nightwear"
5645,65378,"Clothing"
8058,86912,"Clothing"
9830,60298,"Men's Fashion"
8031,29561,"Headphones"
7588,87976,"Casual Shoes"
5517,77350,"Heating & Cooling Appliances"
7279,86745,"Bags & Luggage"
8898,78433,"Jeans"
5280,17531,"Sports Shoes"
6128,36532,"Sports Shoes"
8551,34988,"Kids' Shoes"
7417,12602,"Ethnic Wear"
6749,20061,"Beauty & Grooming"
6073,38652,"Bedroom Linen"
8591,59609,"Cameras"
8443,41044,"Home Entertainment Systems"
7083,58072,"Fashion & Silver Jewellery"
7359,54732,"Kitchen & Home Appliances"
5670,29532,"Kids' Fashion"
6801,69090,"Musical Instruments & Professional Audio"
7720,27819,"Handbags & Clutches"
5833,92092,"Western Wear"
7951,89148,"T-shirts & Polos"
9774,56492,"Speakers"
7924,49030,"Shoes"
9137,80516,"Baby Bath, Skin & Grooming"
7526,20615,"Cameras"
9275,82117,"Clothing"
8711,64503,"Lingerie & Nightwear"
8796,36409,"Camera Accessories"
7482,73093,"Handbags & Clutches"
9355,28434,"All Electronics"
5172,80736,"Formal Shoes"
8854,69390,"Speakers"
7298,51071,"Bags & Luggage"
6987,98394,"Handbags & Clutches"
6745,38271,"Watches"
9886,69618,"All Appliances"
6619,72638,"Men's Fashion"
9835,78591,"Home Décor"
8065,95175,"Toys & Games"
9165,41085,"All Appliances"
8908,26612,"Headphones"
6363,60482,"Watches"
9490,45465,"Cameras"
7433,47757,"Jewellery"
9452,10902,"Sunglasses"
6666,30418,"Jeans"
5120,24207,"Lingerie & Nightwear"
9627,66075,"Nursing & Feeding"
9483,31494,"Football"
7962,31882,"Heating & Cooling Appliances"
6041,67854,"Bags & Luggage"
7007,80371,"Jewellery"
8213,91448,"Kitchen & Home Appliances"
6911,63707,"All Home & Kitchen"
9716,37970,"Clothing"
9574,41390,"Snack Foods"
8260,95672,"Formal Shoes"
9258,12865,"Home Entertainment Systems"
7218,63448,"Diet & Nutrition"
8709,36610,"Handbags & Clutches"
5947,70838,"T-shirts & Polos"
8621,99360,"Casual Shoes"
6216,60197,"Security Cameras"
9121,31170,"Cameras"
5251,72520,"Beauty & Grooming"
9433,46586,"Lingerie & Nightwear"
5301,76924,"Watches"
5963,96402,"Ethnic Wear"
9107,13362,"Clothing"
7415,10962,"Lingerie & Nightwear"
7228,58592,"Innerwear"
8100,90163,"All Exercise & Fitness"
6587,81562,"Heating & Cooling Appliances"
5726,27929,"Heating & Cooling Appliances"
8695,13965,"Ethnic Wear"
5930,13625,"Jewellery"
6925,27451,"Formal Shoes"
9524,65869,"Kitchen & Home Appliances"
7935,43016,"All Electronics"
5241,81052,"Formal Shoes"
9381,33495,"Clothing"
5638,50552,"Security Cameras"
8326,39921,"Clothing"
8836,76496,"Clothing"
5573,90228,"Cycling"
9679,14616,"Lingerie & Nightwear"
8244,48369,"All Home & Kitchen"
7553,79780,"Bags & Luggage"
6769,95639,"Gold & Diamond Jewellery"
7664,11070,"Heating & Cooling Appliances"
7660,41951,"Shirts"
5488,93658,"T-shirts & Polos"
6160,74704,"Fitness Accessories"
8102,10115,"Camera Accessories"
8077,65265,"Heating & Cooling Appliances"
5361,60387,"Western Wear"
9972,46592,"Sports Shoes"
5522,91173,"Ethnic Wear"
6626,87848,"Camera Accessories"
5788,93584,"Home Entertainment Systems"
9346,93927,"Sports Shoes"
5798,50547,"Kids' Clothing"
7465,94761,"Sports Shoes"
6863,85580,"Camera Accessories"
7716,51443,"Bags & Luggage"
8006,12878,"Handbags & Clutches"
6192,13830,"Western Wear"
8813,36769,"Shirts"
6517,12583,"Kitchen & Home Appliances"
9577,92654,"Watches"
9777,24340,"Jewellery"
9935,56561,"Camera Accessories"
9576,93901,"Diet & Nutrition"
5259,90023,"Camera Accessories"
5349,72420,"Shoes"
8328,66551,"Men's Fashion"
6009,14453,"Western Wear"
8289,68925,"Men's Fashion"
5671,17184,"Beauty & Grooming"
8723,60375,"All Appliances"
5729,46037,"Baby Bath, Skin & Grooming"
6931,53227,"T-shirts & Polos"
7687,78297,"Jeans"
5734,50165,"Jewellery"
9350,99754,"Western Wear"
5526,25803,"All Electronics"
6273,81153,"Headphones"
6435,25273,"Jeans"
6722,39598,"Clothing"
7486,92748,"Lingerie & Nightwear"
7466,57446,"Ethnic Wear"
6493,13528,"Personal Care Appliances"
5206,56267,"Shirts"
8906,97345,"Baby Fashion"
5004,35206,"Headphones"
6993,85822,"All Appliances"
5450,53558,"Baby Products"
8956,17230,"Fashion Sandals"
7557,28182,"Clothing"
7380,21826,"Handbags & Clutches"
9387,88112,"T-shirts & Polos"
5314,33345,"Men's Fashion"
6630,30561,"T-shirts & Polos"
8158,25858,"Kids' Watches"
5616,13702,"Cameras"
5138,45665,"Shirts"
5053,58251,"Speakers"
7180,82071,"All Grocery & Gourmet Foods"
8197,15165,"Fashion & Silver Jewellery"
9363,74696,"Handbags & Clutches"
8141,55145,"Heating & Cooling Appliances"
9610,43741,"Formal Shoes"
6550,94709,"Jewellery"
5717,31803,"Bags & Luggage"
7832,99472,"All Sports, Fitness & Outdoors"
7811,34550,"Bags & Luggage"
8008,24818,"Sewing & Craft Supplies"
6401,66269,"Women's Fashion"
5913,89936,"Clothing"
8138,87487,"Casual Shoes"
8592,37603,"Fashion & Silver Jewellery"
9243,20411,"Security Cameras"
6712,17749,"Furniture"
9218,34259,"Sports Shoes"
6198,21837,"Home Entertainment Systems"
9962,12201,"Cameras"
5113,97001,"Kitchen & Home Appliances"
5738,83713,"Western Wear"
7776,83167,"Home Improvement"
6868,61668,"Men's Fashion"
7001,49319,"Jewellery"
9202,80634,"Men's Fashion"
9686,12177,"Bags & Luggage"
9916,73216,"Make-up"
8166,28523,"Innerwear"
8569,96738,"Kids' Fashion"
8748,86045,"Indoor Lighting"
7886,28827,"Innerwear"
9966,41184,"Musical Instruments & Professional Audio"
5892,88630,"Innerwear"
5542,22098,"Fashion & Silver Jewellery"
6257,70183,"Jewellery"
7319,75958,"Travel Accessories"
9570,52984,"All Appliances"
5648,96033,"Headphones"
7456,73998,"All Electronics"
7225,36693,"Lingerie & Nightwear"
6087,52636,"Men's Fashion"
7981,55731,"T-shirts & Polos"
5161,74035,"T-shirts & Polos"
6563,73130,"All Electronics"
6016,58644,"Lingerie & Nightwear"
8018,68552,"Handbags & Clutches"
9024,46961,"Fashion & Silver Jewellery"
8204,35680,"Innerwear"
6735,43804,"Camera Accessories"
5130,27116,"Bags & Luggage"
8373,28881,"Casual Shoes"
8389,99194,"Fashion & Silver Jewellery"
8665,42228,"Ethnic Wear"
9504,67581,"All Appliances"
8044,93349,"Innerwear"
6393,42432,"Innerwear"
8641,36275,"Casual Shoes"
7048,86430,"Kitchen & Home Appliances"
5290,34957,"All Grocery & Gourmet Foods"
5796,92322,"Travel Accessories"
6042,62717,"Headphones"
7897,35266,"Musical Instruments & Professional Audio"
6603,40606,"Bags & Luggage"
8732,23361,"Washing Machines"
8312,79041,"Car Accessories"
5316,10104,"Headphones"
5589,73566,"Sportswear"
5158,60826,"Clothing"
6202,58312,"Innerwear"
7420,10829,"Fashion & Silver Jewellery"
8218,40739,"Handbags & Clutches"
9503,62122,"Innerwear"
5208,39581,"Ethnic Wear"
8769,73840,"T-shirts & Polos"
9948,68300,"Lingerie & Nightwear"
8448,39349,"Bags & Luggage"
8177,87208,"Shoes"
9775,53131,"T-shirts & Polos"
8001,49591,"Formal Shoes"
9712,26255,"Security Cameras"
9061,36757,"Fashion & Silver Jewellery"
9079,21560,"Speakers"
6961,97971,"Bags & Luggage"
6088,80794,"Ethnic Wear"
5869,82571,"Western Wear"
9919,35372,"Lingerie & Nightwear"
8353,98328,"Bags & Luggage"
8279,27606,"Home Entertainment Systems"
5753,89921,"Health & Personal Care"
7812,37660,"Backpacks"
7580,67121,"Jeans"
7467,33609,"Innerwear"
8926,82070,"Innerwear"
8766,84876,"Watches"
6355,77011,"Men's Fashion"
5054,78392,"Sportswear"
6279,24903,"All Grocery & Gourmet Foods"
8078,20776,"Camera Accessories"
6556,83745,"Sportswear"
8640,75197,"Security Cameras"
9970,19726,"Jewellery"
8950,84416,"Heating & Cooling Appliances"
5818,30292,"Kitchen & Home Appliances"
6466,68970,"Musical Instruments & Professional Audio"
8345,79477,"Ethnic Wear"
5909,51152,"Innerwear"
9560,34941,"Handbags & Clutches"
8444,62937,"Watches"
5985,11867,"Industrial & Scientific Supplies"
8759,35375,"Amazon Fashion"
6018,64985,"Musical Instruments & Professional Audio"
7808,49795,"Furniture"
5443,65837,"Kitchen & Home Appliances"
5665,38370,"Casual Shoes"
8741,36198,"Kids' Fashion"
9257,35810,"Camera Accessories"
5937,60886,"Sports Shoes"
7865,17188,"T-shirts & Polos"
6525,82211,"Camping & Hiking"
9478,97933,"Bedroom Linen"
9438,94005,"T-shirts & Polos"
5842,75684,"Camera Accessories"
6500,87548,"Cameras"
7785,53015,"Heating & Cooling Appliances"
6467,70505,"Bags & Luggage"
9530,95850,"Lingerie & Nightwear"
6357,83654,"T-shirts & Polos"
5131,53382,"Sewing & Craft Supplies"
7993,17703,"Bags & Luggage"
9944,56086,"Bags & Luggage"
6699,30035,"Amazon Fashion"
5124,55836,"Western Wear"
9882,36349,"Fashion & Silver Jewellery"
8081,59310,"Football"
8324,54478,"Home Entertainment Systems"
8385,52431,"Kids' Fashion"
5064,49953,"Camera Accessories"
6732,45149,"Home Storage"
5332,63743,"Handbags & Clutches"
5955,59880,"All Electronics"
6683,61536,"Jewellery"
9854,56439,"Bags & Luggage"
8755,19042,"All Electronics"
7231,99483,"Headphones"
7463,88129,"All Electronics"
7034,29640,"All Appliances"
8435,20023,"Clothing"
9131,93025,"Clothing"
5298,51872,"Gold & Diamond Jewellery"
9440,32484,"Casual Shoes"
7593,13302,"Watches"
7402,54916,"All Car & Motorbike Products"
8170,97929,"Bags & Luggage"
8886,52653,"Ethnic Wear"
8089,28895,"Formal Shoes"
8237,87355,"Clothing"
8362,28973,"All Electronics"
7421,61781,"Jeans"
9964,68644,"All Electronics"
8689,61072,"Clothing"
7881,84750,"Lingerie & Nightwear"
8297,32604,"Handbags & Clutches"
6617,52881,"Home Furnishing"
8683,17816,"Casual Shoes"
9561,32064,"Sports Shoes"
8660,57912,"Shirts"
9703,21015,"Women's Fashion"
9312,82719,"Fashion & Silver Jewellery"
8831,21055,"Watches"
5998,57126,"Innerwear"
6288,94201,"All Appliances"
8797,33342,"Watches"
6640,64789,"Baby Bath, Skin & Grooming"
6611,99760,"Ethnic Wear"
8153,51797,"Headphones"
5904,25149,"Western Wear"
9219,32270,"All Appliances"
5489,84701,"Fashion & Silver Jewellery"
5481,69544,"Fitness Accessories"
7489,49091,"Men's Fashion"
9260,26874,"Baby Fashion"
9572,39220,"Casual Shoes"
5705,80534,"Jeans"
6299,45089,"Kitchen & Dining"
5613,69366,"Cycling"
6379,14615,"Clothing"
9307,57945,"Fitness Accessories"
8879,60025,"Men's Fashion"
8262,57616,"Home Entertainment Systems"
5527,15151,"Handbags & Clutches"
5787,48330,"Car Electronics"
7285,10057,"Lingerie & Nightwear"
8472,50796,"Innerwear"
5369,71956,"Lingerie & Nightwear"
5776,71503,"Western Wear"
6225,10256,"Beauty & Grooming"
8057,56116,"Gold & Diamond Jewellery"
6113,33807,"Handbags & Clutches"
6455,42114,"Jewellery"
8871,76410,"Home Entertainment Systems"
8559,52591,"Car & Bike Care"
9788,95143,"Running"
5078,52320,"Sports Shoes"
9888,37798,"Lingerie & Nightwear"
6371,19999,"Headphones"
8409,57454,"Watches"
8708,44187,"Household Supplies"
9670,56837,"Lingerie & Nightwear"
5536,31058,"Security Cameras"
9921,69019,"Ethnic Wear"
6662,33604,"Shirts"
8549,28420,"Innerwear"
9857,66855,"Fashion & Silver Jewellery"
8977,48486,"Lingerie & Nightwear"
9971,71907,"Shirts"
9259,20229,"Lingerie & Nightwear"
8055,67173,"T-shirts & Polos"
6606,44195,"Snack Foods"
8233,88330,"Shirts"
7023,99610,"Home Entertainment Systems"
5268,74297,"Ethnic Wear"
8692,94140,"Security Cameras"
5031,16920,"Car Electronics"
8339,35972,"Clothing"
9466,12424,"Handbags & Clutches"
5771,40017,"Watches"
9772,67722,"Clothing"
6277,88743,"Home Entertainment Systems"
5367,77562,"Western Wear"
5371,23815,"Travel Accessories"
8920,83097,"Cameras"
7532,58201,"Toys & Games"
6793,22662,"Sports Shoes"
6862,92523,"Jeans"
6082,38795,"Men's Fashion"
8002,46338,"Casual Shoes"
5760,77249,"All Grocery & Gourmet Foods"
8470,29399,"Jeans"
5635,59955,"Formal Shoes"
9859,73476,"All Electronics"
7552,18681,"Casual Shoes"
9013,90734,"Headphones"
6635,81000,"Cameras"
5330,73375,"Men's Fashion"
8845,70970,"Bags & Luggage"
7358,15226,"Clothing"
6564,77487,"T-shirts & Polos"
7816,53683,"Bags & Luggage"
6218,36387,"Bags & Luggage"
7807,83524,"Shirts"
7779,71323,"Formal Shoes"
9737,36704,"Handbags & Clutches"
9544,35966,"Home Entertainment Systems"
7017,44231,"All Appliances"
6840,76204,"Garden & Outdoors"
6271,59334,"Jewellery"
5582,32314,"Sports Shoes"
7137,45360,"Beauty & Grooming"
6713,14958,"All Appliances"
7932,89098,"Kids' Clothing"
7289,87153,"Baby Fashion"
8283,11293,"T-shirts & Polos"
9769,47259,"Cameras"
7437,13374,"Ethnic Wear"
8271,21583,"Headphones"
5706,61728,"Sports Shoes"
9467,73531,"All Electronics"
9085,64682,"Fashion & Silver Jewellery"
7081,15518,"Fashion Sandals"
8341,72798,"Kitchen & Home Appliances"
6733,42634,"Casual Shoes"
7176,24269,"Men's Fashion"
7773,23709,"Fashion Sandals"
9458,28710,"Ethnic Wear"
6946,98716,"Cameras"
7909,46001,"Ethnic Wear"
9915,63427,"Cameras"
9696,64495,"Clothing"
6720,77404,"Bags & Luggage"
7893,64281,"Western Wear"
8313,60751,"Handbags & Clutches"
6446,91438,"Fashion & Silver Jewellery"
6674,94283,"Clothing"
6308,15601,"Camera Accessories"
7989,42439,"Men's Fashion"
9432,78141,"Amazon Fashion"
9164,79265,"Dog supplies"
7261,47306,"T-shirts & Polos"
9442,85513,"All Electronics"
6197,35060,"Watches"
5811,65260,"Formal Shoes"
7599,31960,"Bags & Luggage"
9264,46081,"Clothing"
9748,84079,"Jeans"
9890,68524,"Handbags & Clutches"
9463,68883,"T-shirts & Polos"
6802,31953,"Casual Shoes"
6552,80225,"Sports Shoes"
7186,57964,"Shirts"
9464,75173,"Formal Shoes"
6737,72733,"Gold & Diamond Jewellery"
6841,96573,"Heating & Cooling Appliances"
6165,85826,"Bags & Luggage"
8851,58018,"All Electronics"
5223,74020,"All Home & Kitchen"
5255,17758,"All Grocery & Gourmet Foods"
9393,24257,"Lingerie & Nightwear"
9723,47822,"Men's Fashion"
7074,13446,"Clothing"
6251,94784,"Casual Shoes"
5744,67572,"Ethnic Wear"
9403,92829,"Kitchen & Home Appliances"
6423,50627,"Camera Accessories"
7685,87436,"Clothing"
9995,43111,"Clothing"
7427,37224,"Home Entertainment Systems"
7124,48774,"Shirts"
8586,95690,"Jeans"
9709,58221,"Innerwear"
6811,64446,"Heating & Cooling Appliances"
8983,10242,"Heating & Cooling Appliances"
8104,72200,"Camera Accessories"
6715,24839,"Ethnic Wear"
7850,11890,"Men's Fashion"
6752,18797,"Cameras"
9431,90399,"Handbags & Clutches"
9223,16200,"Casual Shoes"
8861,97174,"T-shirts & Polos"
9978,97549,"Jewellery"
5925,94213,"Clothing"
8752,95189,"Headphones"
9339,99864,"Men's Fashion"
5524,10558,"Heating & Cooling Appliances"
9728,22442,"Badminton"
9552,76455,"Football"
8787,63858,"Casual Shoes"
8315,94265,"Heating & Cooling Appliances"
9630,59456,"Men's Fashion"
6772,89061,"Amazon Fashion"
9031,50995,"Casual Shoes"
8037,96522,"Camera Accessories"
8113,68634,"Speakers"
7690,79339,"Ethnic Wear"
5108,75833,"Gold & Diamond Jewellery"
6285,99018,"Handbags & Clutches"
7121,35791,"Handbags & Clutches"
8254,59516,"Sports Shoes"
8736,39994,"Casual Shoes"
6166,32002,"Men's Fashion"
5550,23421,"Heating & Cooling Appliances"
7434,20424,"Gold & Diamond Jewellery"
6879,14513,"Bedroom Linen"
6444,49433,"Western Wear"
9906,60207,"All Electronics"
5821,86245,"Clothing"
7267,83860,"Casual Shoes"
7743,17345,"Innerwear"
8616,43937,"T-shirts & Polos"
5115,63584,"Men's Fashion"
5026,51222,"All Electronics"
7238,92196,"Bags & Luggage"
9337,49339,"Ethnic Wear"
6416,41086,"Jewellery"
8974,34414,"Jewellery"
7740,26331,"Innerwear"
9967,85840,"Headphones"
7099,86206,"Handbags & Clutches"
5874,70886,"All Grocery & Gourmet Foods"
5512,49252,"T-shirts & Polos"
8486,31860,"Fashion & Silver Jewellery"
8753,13745,"Western Wear"
5881,30282,"Ethnic Wear"
8843,61192,"Home Entertainment Systems"
7809,74957,"Watches"
7751,46157,"Bags & Luggage"
7721,25225,"Handbags & Clutches"
8727,21501,"Kitchen & Home Appliances"
