"customer_id","product_id","quantity","date","time"
849,67204,8,2023-09-29,"08:43:40"
991,27929,1,2023-07-03,"22:17:40"
20,80634,5,2023-07-08,"08:59:40"
915,14904,5,2023-11-14,"07:17:40"
146,50627,8,2023-06-28,"23:44:20"
99,22790,2,2023-09-13,"07:25:20"
375,35266,6,2023-04-16,"15:11:20"
912,33807,2,2023-04-11,"16:38:00"
861,77815,4,2023-06-30,"17:14:00"
651,17816,10,2023-07-09,"02:46:40"
581,83167,7,2023-09-26,"21:27:00"
204,18681,6,2023-09-17,"12:11:40"
835,28297,8,2023-04-21,"19:40:20"
806,84416,1,2023-07-30,"20:25:20"
292,58718,8,2023-03-23,"16:11:40"
862,78864,5,2023-03-18,"17:38:20"
796,27819,9,2023-08-10,"23:10:20"
311,81078,8,2023-10-24,"07:26:00"
445,61781,10,2023-03-30,"02:19:00"
21,47259,4,2023-11-07,"09:19:00"
96,45830,9,2023-08-12,"16:40:00"
127,82085,9,2023-04-05,"00:35:00"
138,26874,4,2023-06-28,"11:53:00"
788,92092,3,2023-08-24,"07:16:20"
169,20023,7,2023-05-23,"10:25:40"
303,76946,4,2023-09-13,"19:16:40"
874,17980,8,2023-06-10,"05:13:40"
542,24207,8,2023-09-25,"21:44:20"
178,46402,5,2023-11-17,"00:30:00"
331,85840,5,2023-05-25,"21:42:20"
284,13965,8,2023-04-20,"14:02:00"
82,31880,6,2023-07-14,"13:11:20"
763,14435,4,2023-09-30,"02:30:40"
194,20944,3,2023-08-24,"01:20:40"
21,53683,10,2023-07-24,"22:09:20"
741,91815,7,2023-10-26,"18:42:40"
613,33345,5,2023-05-14,"18:57:20"
244,90319,8,2023-05-21,"16:56:00"
954,82211,9,2023-03-31,"02:01:40"
695,89448,10,2023-08-17,"21:09:00"
147,74073,3,2023-10-05,"01:04:00"
911,41478,10,2023-10-18,"03:14:20"
220,60197,8,2023-09-22,"16:40:40"
88,74438,3,2023-09-18,"11:54:20"
226,19337,2,2023-05-01,"04:55:40"
170,76186,10,2023-06-13,"22:08:40"
309,74957,8,2023-03-25,"03:45:40"
724,56086,10,2023-09-10,"02:21:40"
998,34854,7,2023-04-13,"04:12:00"
247,92289,7,2023-05-06,"15:20:20"
837,77229,6,2023-08-29,"17:41:00"
146,81000,1,2023-07-30,"02:38:20"
731,83654,4,2023-08-29,"05:49:40"
809,97711,1,2023-04-24,"06:57:00"
735,37856,5,2023-07-21,"23:01:20"
587,57616,10,2023-08-04,"18:58:40"
861,97984,10,2023-05-29,"14:37:20"
65,47224,2,2023-04-02,"01:27:00"
7,96768,7,2023-07-20,"17:23:00"
46,73476,8,2023-04-04,"06:48:00"
488,70970,3,2023-07-10,"02:29:20"
163,76186,2,2023-05-22,"04:47:20"
497,47760,6,2023-07-25,"15:56:20"
13,36757,3,2023-10-03,"13:30:00"
336,47294,9,2023-08-28,"12:02:40"
380,73840,7,2023-08-16,"15:30:40"
284,50165,9,2023-06-11,"10:52:00"
865,94201,6,2023-03-27,"09:06:40"
997,24903,8,2023-08-27,"00:28:40"
881,89148,9,2023-10-30,"11:37:40"
264,17072,5,2023-08-23,"01:38:00"
763,21826,7,2023-08-22,"13:46:40"
51,93261,9,2023-10-13,"16:32:20"
68,13618,2,2023-09-19,"05:41:20"
620,13627,8,2023-09-07,"21:00:40"
811,28827,9,2023-08-20,"20:17:00"
696,53261,8,2023-05-29,"20:33:00"
267,21234,4,2023-09-13,"01:29:40"
10,68552,7,2023-09-24,"10:10:20"
455,35184,8,2023-10-20,"20:26:40"
597,98088,2,2023-05-21,"05:04:40"
881,25225,6,2023-08-19,"02:47:20"
960,16033,1,2023-05-08,"02:54:20"
942,53455,10,2023-05-26,"09:33:40"
117,70505,6,2023-04-21,"01:53:20"
203,66846,5,2023-11-01,"05:07:20"
514,74438,10,2023-04-18,"14:36:40"
77,80794,9,2023-06-08,"11:44:00"
571,85083,2,2023-08-26,"06:41:40"
125,39220,3,2023-11-12,"19:43:40"
665,37798,3,2023-07-08,"14:55:20"
663,79265,2,2023-06-19,"02:37:40"
276,43879,10,2023-08-19,"20:34:20"
708,57964,8,2023-04-24,"01:01:20"
291,17505,8,2023-04-27,"23:52:00"
714,68644,2,2023-08-05,"12:45:40"
692,16816,6,2023-03-24,"21:50:00"
513,92478,7,2023-04-22,"01:36:00"
340,65488,1,2023-04-02,"07:22:40"
83,92654,7,2023-09-03,"04:23:00"
167,57454,8,2023-09-10,"14:13:00"
122,31860,6,2023-09-11,"19:51:20"
508,30134,10,2023-08-18,"09:00:20"
295,40602,1,2023-05-30,"14:20:00"
96,94265,7,2023-04-15,"09:33:00"
352,43937,7,2023-05-18,"23:43:40"
487,29847,3,2023-05-12,"13:36:20"
63,51332,1,2023-07-17,"06:23:40"
37,11890,8,2023-05-19,"05:39:20"
426,59884,10,2023-07-02,"04:48:00"
59,57616,1,2023-10-05,"18:51:00"
176,18797,1,2023-05-10,"20:06:40"
799,22151,2,2023-06-04,"01:02:00"
598,62848,2,2023-05-08,"08:50:00"
187,74704,4,2023-04-12,"04:29:20"
181,77815,10,2023-07-16,"18:32:20"
341,75877,10,2023-09-23,"22:19:00"
92,74704,5,2023-05-18,"17:48:00"
431,49178,9,2023-06-10,"23:00:40"
654,45830,3,2023-08-31,"23:02:00"
762,74073,7,2023-10-07,"00:29:20"
345,81052,7,2023-09-03,"16:14:20"
929,20411,2,2023-04-24,"18:48:20"
421,97971,2,2023-10-07,"18:16:20"
140,23361,5,2023-11-19,"11:46:40"
596,60120,8,2023-04-07,"17:47:20"
455,71956,4,2023-06-15,"03:47:00"
860,59955,4,2023-07-18,"12:02:00"
353,28145,7,2023-04-21,"13:44:40"
617,17345,10,2023-09-18,"05:58:40"
623,46081,5,2023-08-08,"17:49:20"
662,49178,2,2023-05-20,"11:17:40"
23,13528,2,2023-08-06,"18:24:00"
122,23709,3,2023-04-28,"11:43:20"
471,52653,6,2023-03-22,"04:37:40"
763,29640,2,2023-04-25,"18:31:00"
215,67424,10,2023-09-02,"10:36:00"
489,65869,9,2023-07-17,"12:19:20"
532,47760,3,2023-04-16,"09:15:40"
364,23421,6,2023-10-12,"16:49:40"
522,97521,3,2023-04-24,"12:52:40"
707,14513,8,2023-10-09,"23:37:20"
393,36349,1,2023-05-29,"08:41:40"
283,65837,2,2023-09-05,"15:39:40"
843,73948,5,2023-06-17,"15:03:40"
359,72798,5,2023-03-18,"11:42:40"
785,66860,4,2023-07-24,"10:18:00"
836,74704,7,2023-11-11,"20:01:00"
763,31170,3,2023-09-16,"00:37:40"
860,72420,10,2023-03-26,"03:28:20"
63,24972,7,2023-04-14,"21:41:40"
124,46402,10,2023-07-29,"08:51:20"
223,40687,7,2023-07-12,"19:41:40"
673,66328,2,2023-07-31,"08:16:40"
555,45360,2,2023-04-17,"08:58:20"
481,21292,2,2023-10-12,"04:58:20"
862,43804,3,2023-03-28,"20:40:40"
23,50165,8,2023-10-19,"02:57:00"
357,20023,9,2023-10-07,"06:25:00"
977,93927,1,2023-09-18,"17:50:00"
296,26579,7,2023-09-08,"08:52:00"
785,13618,8,2023-10-16,"15:40:20"
964,52653,1,2023-11-09,"20:35:40"
87,13248,9,2023-08-20,"02:30:00"
307,44195,3,2023-05-15,"12:44:20"
535,17188,9,2023-11-12,"07:52:20"
860,44097,2,2023-06-30,"05:22:40"
528,97803,4,2023-09-29,"20:35:00"
894,93945,8,2023-03-18,"23:34:00"
140,52431,4,2023-07-23,"04:39:40"
117,93788,2,2023-07-16,"06:41:00"
630,14453,6,2023-10-26,"06:51:20"
96,84750,3,2023-06-13,"16:13:00"
822,13362,7,2023-04-29,"23:17:20"
643,25082,3,2023-05-02,"22:25:20"
903,97845,7,2023-09-07,"15:05:00"
490,30292,7,2023-10-21,"02:22:20"
259,60826,7,2023-10-12,"10:54:00"
821,17345,7,2023-06-13,"04:21:40"
916,34941,8,2023-06-15,"15:38:20"
531,31882,8,2023-07-09,"08:42:20"
317,51840,1,2023-09-24,"22:01:40"
132,99052,5,2023-06-24,"01:11:00"
282,73840,9,2023-04-01,"13:35:40"
392,34941,1,2023-10-14,"16:15:00"
628,43016,6,2023-10-21,"08:18:00"
945,79041,9,2023-09-17,"00:20:20"
826,31018,10,2023-11-13,"01:39:20"
911,45149,10,2023-10-30,"23:29:00"
729,23361,8,2023-09-05,"21:35:20"
713,84402,8,2023-08-16,"21:26:20"
13,46157,7,2023-04-19,"02:28:00"
117,60886,7,2023-04-15,"03:37:20"
491,89932,1,2023-08-30,"23:19:20"
701,78655,10,2023-09-22,"04:49:20"
750,43978,9,2023-07-07,"21:08:20"
229,91318,8,2023-09-14,"18:59:20"
31,53382,3,2023-07-25,"04:05:00"
555,50039,8,2023-06-22,"07:41:20"
631,64985,6,2023-07-28,"03:13:00"
895,59334,1,2023-11-01,"22:54:20"
517,92478,4,2023-04-15,"15:28:40"
24,96573,3,2023-05-26,"03:38:00"
598,73093,5,2023-07-10,"08:25:00"
225,95044,7,2023-11-06,"03:40:40"
758,63858,2,2023-06-24,"07:06:40"
866,94005,8,2023-10-29,"23:46:20"
932,84069,8,2023-07-01,"22:52:20"
187,50554,4,2023-10-02,"13:47:20"
934,67572,8,2023-08-27,"18:15:40"
325,34941,10,2023-04-06,"12:09:00"
603,88226,6,2023-10-03,"07:34:20"
317,28895,2,2023-11-18,"23:55:20"
19,69090,1,2023-06-12,"04:39:00"
780,13618,9,2023-05-25,"15:46:40"
33,67722,3,2023-08-07,"00:19:40"
458,80751,5,2023-09-24,"16:06:00"
31,79265,5,2023-04-04,"18:39:20"
804,42367,9,2023-04-25,"00:44:00"
458,90959,4,2023-03-30,"08:14:40"
143,41044,10,2023-04-23,"19:05:40"
284,74438,3,2023-10-16,"09:44:40"
740,21501,3,2023-10-28,"18:08:00"
730,37224,6,2023-08-12,"04:48:40"
648,42950,10,2023-08-08,"23:45:00"
342,26612,4,2023-05-30,"20:15:40"
814,77249,7,2023-07-04,"10:09:00"
123,28177,9,2023-08-05,"18:41:20"
700,99864,3,2023-11-18,"06:08:20"
72,21583,6,2023-11-06,"21:27:40"
810,31261,5,2023-04-19,"08:23:40"
838,19284,9,2023-04-01,"19:31:20"
708,40606,4,2023-08-07,"18:06:40"
811,98453,3,2023-11-17,"12:21:20"
592,26331,7,2023-06-12,"22:26:00"
103,60680,4,2023-08-14,"16:05:20"
703,34941,5,2023-05-04,"04:03:40"
424,67173,8,2023-08-11,"11:01:40"
223,53131,7,2023-07-31,"14:12:20"
485,19284,8,2023-03-24,"15:54:20"
474,33609,6,2023-09-03,"22:10:00"
942,23421,8,2023-07-12,"01:54:40"
750,80058,7,2023-11-05,"09:53:40"
276,79339,1,2023-06-30,"11:18:20"
519,97831,6,2023-07-28,"09:08:40"
713,94784,10,2023-05-26,"15:29:20"
724,59038,6,2023-11-19,"05:51:00"
949,63427,10,2023-05-10,"08:15:20"
108,17041,4,2023-09-09,"02:39:00"
11,14400,9,2023-10-05,"12:55:20"
561,39349,9,2023-09-16,"12:29:00"
514,88112,10,2023-05-03,"22:08:00"
253,59797,4,2023-07-27,"09:26:00"
872,69377,5,2023-03-31,"13:53:00"
29,32002,9,2023-08-07,"12:11:00"
215,22209,3,2023-06-19,"14:29:00"
677,61668,3,2023-09-06,"03:31:00"
341,31018,2,2023-08-15,"21:43:40"
30,57446,7,2023-05-10,"02:19:40"
436,71473,1,2023-10-20,"14:31:00"
134,17907,3,2023-11-17,"18:17:00"
703,68009,7,2023-04-26,"18:13:40"
311,23293,2,2023-03-17,"23:51:20"
992,35645,9,2023-05-24,"10:08:20"
931,77229,5,2023-10-30,"17:33:20"
244,92717,1,2023-04-07,"23:43:00"
27,15339,10,2023-08-21,"08:08:20"
462,91301,9,2023-06-04,"12:53:20"
553,41390,9,2023-05-11,"19:49:20"
828,85083,7,2023-08-28,"00:11:20"
32,60195,2,2023-11-09,"08:44:20"
316,59880,8,2023-10-24,"19:17:20"
84,64229,7,2023-09-26,"09:35:40"
854,93945,6,2023-07-23,"22:26:40"
4,27606,7,2023-06-09,"11:26:40"
615,54977,10,2023-11-10,"14:22:40"
179,89936,2,2023-08-05,"00:54:20"
606,10953,2,2023-11-15,"18:51:40"
424,22790,5,2023-08-26,"12:37:20"
422,55731,7,2023-10-27,"00:38:20"
162,41951,10,2023-10-10,"11:28:40"
18,55731,9,2023-03-26,"15:19:40"
598,67601,7,2023-11-10,"08:27:00"
359,71323,6,2023-06-16,"03:29:40"
291,89061,4,2023-05-01,"22:42:40"
798,77767,3,2023-07-11,"14:03:20"
515,92726,3,2023-07-29,"14:47:00"
237,25819,10,2023-06-17,"20:59:20"
840,34259,2,2023-06-14,"15:55:40"
841,68634,3,2023-06-14,"21:51:20"
288,61192,1,2023-09-04,"15:57:00"
479,68009,1,2023-06-04,"06:57:40"
542,77487,1,2023-07-08,"20:51:00"
153,72420,4,2023-09-04,"10:01:20"
556,34061,3,2023-08-22,"19:42:20"
275,69544,2,2023-05-11,"13:53:40"
834,28297,7,2023-04-21,"07:49:00"
556,26331,2,2023-05-13,"13:19:00"
615,52274,2,2023-11-08,"03:06:00"
981,90399,7,2023-05-06,"09:24:40"
18,78392,10,2023-06-11,"16:47:40"
330,23293,4,2023-07-24,"04:22:20"
307,92478,4,2023-04-03,"13:01:00"
882,86430,8,2023-11-17,"06:25:40"
624,68064,9,2023-08-14,"10:09:40"
47,80436,3,2023-08-02,"01:46:20"
303,87153,9,2023-10-24,"01:30:20"
387,18797,3,2023-10-11,"17:07:00"
454,97803,6,2023-06-25,"06:49:20"
688,10444,5,2023-09-04,"21:52:40"
183,87208,2,2023-04-28,"17:39:00"
630,97174,6,2023-10-19,"08:52:40"
940,98716,1,2023-06-12,"16:30:20"
287,49259,5,2023-05-24,"21:59:40"
687,34430,3,2023-04-30,"11:08:40"
436,97984,3,2023-10-27,"06:34:00"
97,21560,3,2023-10-15,"15:57:40"
701,15029,6,2023-10-09,"17:41:40"
532,62122,9,2023-06-03,"19:06:20"
838,53461,3,2023-07-07,"15:12:40"
435,13830,2,2023-06-08,"17:39:40"
1000,36532,5,2023-08-10,"17:14:40"
952,68634,5,2023-08-19,"08:43:00"
86,98328,7,2023-09-05,"03:48:20"
372,97929,2,2023-09-08,"20:43:20"
556,63077,8,2023-04-29,"17:21:40"
172,23898,7,2023-07-11,"19:59:00"
570,44279,7,2023-07-22,"10:52:40"
930,22442,8,2023-03-27,"15:02:20"
582,43016,5,2023-03-17,"17:55:40"
74,69090,2,2023-05-22,"10:43:00"
874,17041,3,2023-10-04,"19:08:20"
903,25747,9,2023-06-16,"21:16:40"
107,39304,3,2023-07-25,"10:00:40"
17,29847,3,2023-03-19,"11:25:20"
296,99360,5,2023-10-13,"04:41:00"
693,78141,7,2023-05-03,"16:12:20"
165,39304,8,2023-10-08,"06:07:40"
207,74020,10,2023-06-06,"18:14:20"
977,83038,4,2023-04-27,"12:00:40"
143,15165,3,2023-10-08,"17:59:00"
429,33302,7,2023-08-11,"22:53:00"
817,44824,8,2023-03-31,"07:57:20"
337,59428,1,2023-08-20,"08:25:40"
149,84416,7,2023-10-09,"11:46:00"
670,92523,9,2023-11-04,"22:02:20"
164,81000,3,2023-04-18,"02:45:20"
382,59310,10,2023-04-18,"20:32:20"
950,73619,6,2023-11-03,"10:28:20"
66,52591,4,2023-04-10,"22:51:00"
524,20827,9,2023-07-04,"16:04:40"
283,87355,5,2023-07-28,"15:04:20"
67,61309,9,2023-04-10,"05:04:00"
787,26255,9,2023-10-29,"00:03:40"
930,90820,5,2023-03-22,"10:33:20"
536,92196,6,2023-04-22,"13:27:20"
164,79265,6,2023-09-27,"21:09:40"
411,65104,6,2023-06-18,"02:55:00"
846,91455,8,2023-05-06,"21:16:00"
40,13965,4,2023-05-28,"14:54:40"
177,31860,8,2023-06-02,"07:32:20"
85,25225,7,2023-07-05,"09:51:40"
190,76946,7,2023-03-22,"16:29:00"
150,35972,5,2023-08-21,"02:12:40"
994,39994,8,2023-04-17,"20:49:40"
629,73398,1,2023-09-01,"10:53:20"
727,24207,7,2023-04-28,"05:47:40"
664,49591,10,2023-05-31,"08:07:00"
549,56267,7,2023-08-27,"06:24:20"
867,77767,5,2023-06-07,"06:05:40"
101,82070,1,2023-08-04,"01:11:40"
548,34259,7,2023-04-06,"18:04:40"
557,23421,7,2023-10-31,"11:20:20"
443,69366,3,2023-08-26,"18:33:00"
768,73476,3,2023-05-13,"01:27:40"
630,66433,9,2023-04-11,"10:42:20"
432,67572,1,2023-05-16,"18:22:40"
845,92509,9,2023-07-27,"21:17:20"
644,64250,7,2023-05-01,"16:47:00"
191,49319,6,2023-10-04,"13:12:40"
528,21826,1,2023-11-14,"13:13:20"
234,10962,8,2023-08-22,"01:55:20"
376,74035,5,2023-04-08,"05:38:40"
702,73531,10,2023-05-12,"07:40:40"
407,81373,9,2023-09-19,"11:37:00"
288,32314,5,2023-06-01,"19:41:00"
791,94140,3,2023-05-08,"20:41:20"
249,76946,1,2023-07-15,"12:54:00"
502,30292,6,2023-11-04,"04:15:20"
453,64985,4,2023-11-11,"14:05:20"
757,51890,8,2023-07-26,"15:39:00"
755,30035,9,2023-05-10,"14:11:00"
588,28846,9,2023-10-06,"18:33:40"
481,35926,8,2023-08-09,"17:32:00"
634,85151,7,2023-10-05,"06:59:40"
950,30282,4,2023-11-18,"17:59:40"
851,22662,8,2023-04-02,"13:18:20"
570,37964,5,2023-11-07,"15:14:40"
871,60197,1,2023-10-16,"03:49:00"
763,39598,1,2023-08-18,"20:51:40"
232,60751,5,2023-11-07,"03:23:20"
528,81306,3,2023-09-30,"20:17:40"
428,36704,4,2023-11-13,"19:26:20"
266,22054,3,2023-07-22,"22:44:00"
315,59334,2,2023-08-06,"06:32:40"
392,60751,10,2023-08-16,"09:35:00"
319,34607,3,2023-08-24,"13:12:00"
148,48369,10,2023-08-21,"19:59:40"
530,37415,5,2023-10-17,"21:18:40"
500,59545,8,2023-04-03,"07:05:20"
38,22151,1,2023-08-14,"04:14:00"
231,20229,5,2023-05-30,"08:24:20"
896,69618,3,2023-08-13,"04:31:20"
287,65378,6,2023-08-01,"19:50:40"
290,97110,2,2023-03-19,"23:16:40"
117,49339,1,2023-09-04,"04:05:40"
945,31803,7,2023-04-07,"11:51:40"
443,35680,1,2023-07-14,"07:15:40"
475,56086,8,2023-07-06,"03:38:40"
76,51152,3,2023-07-01,"16:56:40"
333,93289,2,2023-09-26,"15:31:20"
28,26532,10,2023-10-10,"05:33:00"
690,19249,3,2023-08-18,"14:56:00"
668,19337,5,2023-04-05,"12:26:20"
382,74686,8,2023-04-01,"01:44:20"
684,49259,1,2023-11-05,"03:58:00"
7,91815,2,2023-10-09,"05:50:20"
746,25225,4,2023-08-28,"23:54:00"
231,84676,7,2023-05-24,"16:04:00"
605,45465,5,2023-05-04,"21:50:40"
586,29109,10,2023-05-28,"08:59:00"
840,35680,4,2023-08-09,"11:36:20"
460,31960,8,2023-04-30,"23:00:00"
558,47556,1,2023-08-08,"00:02:20"
32,61998,5,2023-08-15,"15:48:00"
85,45830,7,2023-04-07,"00:00:20"
95,33378,6,2023-10-06,"12:38:00"
698,48369,10,2023-10-02,"19:43:00"
147,34259,1,2023-09-17,"06:16:00"
231,37415,10,2023-09-12,"07:42:40"
344,80534,7,2023-06-12,"10:34:40"
585,78297,2,2023-07-31,"02:21:00"
648,86355,10,2023-08-13,"22:18:20"
610,95503,5,2023-10-20,"08:35:20"
730,46338,3,2023-11-05,"21:45:00"
989,14453,2,2023-11-06,"15:32:00"
41,84676,6,2023-05-27,"09:16:20"
554,53603,2,2023-11-04,"10:11:00"
880,56837,3,2023-05-02,"16:29:40"
295,92289,3,2023-09-02,"22:27:20"
791,97043,4,2023-06-09,"17:22:20"
667,69618,9,2023-10-02,"07:51:40"
260,94201,5,2023-09-01,"04:57:40"
290,91448,2,2023-09-20,"17:15:20"
922,53131,9,2023-05-18,"05:56:40"
559,76771,1,2023-06-10,"17:05:00"
192,76771,7,2023-10-16,"21:36:00"
321,74020,1,2023-06-29,"11:35:40"
711,74989,6,2023-10-01,"14:04:40"
657,29312,1,2023-04-07,"05:56:00"
127,34988,6,2023-10-06,"00:46:40"
223,50627,8,2023-11-08,"20:53:00"
427,12878,10,2023-04-12,"10:25:00"
420,50165,2,2023-04-13,"21:59:00"
228,39994,5,2023-04-23,"13:10:00"
166,14616,10,2023-10-25,"01:13:00"
852,53683,2,2023-07-06,"09:34:20"
60,51856,5,2023-07-13,"19:24:20"
17,93945,3,2023-05-09,"14:28:20"
704,74704,6,2023-07-26,"21:34:40"
361,81153,6,2023-06-15,"09:42:40"
750,85826,9,2023-08-23,"19:25:00"
488,21583,6,2023-05-04,"15:55:00"
494,85001,4,2023-06-22,"13:37:00"
59,60826,2,2023-10-01,"20:00:20"
154,72701,7,2023-09-27,"15:14:00"
593,60680,9,2023-06-14,"04:04:20"
753,79038,4,2023-05-23,"22:17:00"
32,13627,1,2023-06-05,"12:36:00"
218,65837,8,2023-09-06,"15:22:20"
327,91448,3,2023-07-04,"22:00:20"
325,66328,9,2023-09-22,"10:45:00"
625,14681,6,2023-04-17,"03:02:40"
669,35926,3,2023-08-05,"06:50:00"
344,97933,3,2023-04-26,"06:22:20"
896,41701,4,2023-03-28,"02:53:40"
277,76496,6,2023-06-11,"22:43:20"
560,21015,2,2023-07-01,"11:01:00"
341,40360,7,2023-08-11,"16:57:20"
421,83524,6,2023-09-11,"13:55:40"
395,51890,7,2023-06-26,"12:27:40"
753,12602,4,2023-11-09,"14:40:00"
186,57964,7,2023-06-01,"07:49:40"
480,26255,10,2023-07-20,"11:27:20"
727,49818,4,2023-06-25,"18:40:40"
523,66846,9,2023-11-14,"01:22:00"
87,15165,5,2023-06-19,"20:24:40"
484,37224,9,2023-07-01,"05:05:20"
150,57912,9,2023-11-13,"07:35:00"
92,73130,3,2023-09-02,"16:31:40"
498,86355,1,2023-07-05,"21:43:00"
785,35137,9,2023-06-02,"01:36:40"
335,31759,9,2023-07-27,"15:21:40"
546,39965,3,2023-09-19,"23:28:20"
97,91830,4,2023-07-19,"05:49:00"
841,33378,7,2023-10-04,"07:17:00"
291,61536,9,2023-07-30,"08:34:00"
4,63858,10,2023-08-03,"13:20:20"
246,91448,8,2023-08-31,"05:15:00"
118,78141,3,2023-08-30,"05:32:20"
553,26331,6,2023-06-03,"01:19:20"
377,15518,1,2023-08-19,"14:38:40"
331,59884,9,2023-05-06,"03:29:00"
467,20615,9,2023-07-18,"17:57:40"
297,13745,7,2023-06-21,"07:58:40"
938,83198,8,2023-11-03,"04:32:40"
272,38795,1,2023-05-15,"06:48:40"
620,82449,10,2023-10-08,"23:54:40"
525,17072,8,2023-10-10,"23:20:00"
408,57616,2,2023-06-24,"13:02:20"
